datetime,ghi (w/m2),dni (w/m2),dhi (w/m2),wet bulb temp (c),dew point temp (c),energy (kwh),day_sin,day_cos,rolling_mean
1990-01-01,3337.0,288.5,3166.0,205.45725,174.85,213.118487,0.0,1.0,213.118487
1990-01-02,6372.5,4350.0,3111.5,179.8549,138.3,3920.92035,0.781831,0.62349,2067.019418
1990-01-03,4287.0,1709.0,3178.0,234.2597,211.7,1478.5973,0.974928,-0.222521,1870.878712
1990-01-04,1713.7,155.9,1662.8,238.20359,205.53,143.453738,0.433884,-0.900969,1847.657129
1990-01-05,3603.55,3877.35,1878.7,204.65956,184.045,3737.234485,-0.433884,-0.900969,1786.428508
1990-01-06,2554.416667,1675.083333,1818.5,154.413483,144.425,1504.484313,-0.974928,-0.222521,1795.057512
1990-01-07,2707.333333,2858.333333,1613.333333,114.446085,85.4,2709.312366,-0.781831,0.62349,2650.343721
1990-01-08,3098.75,4363.083333,1196.166667,120.408592,48.175,3509.61811,0.0,1.0,2574.471596
1990-01-09,3082.25,2049.25,2282.5,154.093525,141.475,1937.073781,0.781831,0.62349,2718.668085
1990-01-10,3199.5,673.5,2850.0,150.1564,136.8,553.579836,0.974928,-0.222521,2000.090575
1990-01-11,4520.0,1845.0,3548.0,209.4406,193.1,2194.6687,0.433884,-0.900969,1561.774106
1990-01-12,7657.0,8310.0,1591.0,168.2126,127.6,7087.3294,-0.433884,-0.900969,3278.525979
1990-01-13,3072.0,182.0,2958.0,221.2078,210.1,142.179874,-0.974928,-0.222521,3141.392658
1990-01-14,3947.0,1025.0,3398.0,250.422,229.3,997.307671,-0.781831,0.62349,2742.272315
1990-01-15,5923.5,4335.5,3310.5,229.81795,195.65,4007.808727,0.0,1.0,1715.765424
1990-01-16,6787.0,5695.0,3011.0,185.7375,137.2,5230.246,0.781831,0.62349,3411.787466
1990-01-17,7778.0,8023.0,1950.0,160.9922,103.0,7628.7497,0.974928,-0.222521,5622.268142
1990-01-18,8927.5,10925.0,1103.0,171.75166,119.4,10710.3495,0.433884,-0.900969,7856.4484
1990-01-19,8023.333333,8171.333333,1985.5,196.259467,159.383333,7971.082867,-0.433884,-0.900969,8770.060689
1990-01-20,9114.166667,9667.666667,1776.0,237.139983,175.366667,9143.824363,-0.974928,-0.222521,9275.085576
1990-01-21,6885.166667,5976.833333,2594.166667,284.341967,255.366667,5750.049579,-0.781831,0.62349,7621.652269
1990-01-22,6419.333333,4808.666667,3678.333333,286.928033,257.533333,4473.197567,0.0,1.0,6455.690503
1990-01-23,7700.0,8480.5,1187.5,165.026485,109.0,7844.904,0.781831,0.62349,6022.717049
1990-01-24,8211.0,9137.5,1613.5,162.23062,98.1,8767.3255,0.974928,-0.222521,7028.475689
1990-01-25,9012.0,11487.0,972.0,206.3611,147.8,11136.45,0.433884,-0.900969,9249.559833
1990-01-26,7125.0,6154.0,2330.0,169.8939,126.5,5774.1815,-0.433884,-0.900969,8559.319
1990-01-27,6701.0,5818.0,2863.5,160.34935,103.45,5506.024729,-0.974928,-0.222521,7472.218743
1990-01-28,2346.0,80.0,2304.0,191.4468,165.3,76.218606,-0.781831,0.62349,3785.474945
1990-01-29,5093.333333,1635.166667,3948.166667,200.578717,187.35,1429.087305,0.0,1.0,2337.110213
1990-01-30,7368.666667,6498.333333,2635.333333,133.356233,70.6,6097.969113,0.781831,0.62349,2534.425008
1990-01-31,6414.0,5594.0,2520.0,153.5657,104.0,5382.646126,0.974928,-0.222521,4303.234181
1990-02-01,6293.0,3173.0,3676.0,174.1596,121.3,2685.765061,0.433884,-0.900969,4722.126767
1990-02-02,7980.0,8744.5,1293.5,190.7681,141.4,8188.0451,-0.433884,-0.900969,5418.818762
1990-02-03,5962.0,5637.0,2265.0,243.1938,220.7,5358.59565,-0.974928,-0.222521,5410.801937
1990-02-04,3298.5,1624.5,2516.5,246.0382,227.2,1424.546703,-0.781831,0.62349,4990.395818
1990-02-05,4759.4,7206.8,1238.4,204.87367,173.16,7022.9058,0.0,1.0,4602.016051
1990-02-06,3045.85,7084.2,542.85,155.60038,142.515,7152.153828,0.781831,0.62349,5199.868777
1990-02-07,2348.5,2516.0,1465.25,140.21745,130.175,2261.741054,0.974928,-0.222521,5478.933561
1990-02-08,3800.0,6484.75,1101.5,126.343132,89.425,5438.77093,0.433884,-0.900969,4950.888604
1990-02-09,4684.25,6260.75,1377.5,137.459428,104.525,6461.99215,-0.433884,-0.900969,4720.834711
1990-02-10,5543.0,6327.0,1149.0,182.6986,173.6,6327.08495,-0.974928,-0.222521,6075.949343
1990-02-11,6273.5,5263.5,2414.0,188.3203,154.2,5858.525675,-0.781831,0.62349,6215.867592
1990-02-12,8892.0,10765.0,1163.0,198.7312,157.9,9182.37646,0.0,1.0,7122.662362
1990-02-13,6859.666667,6512.666667,2294.0,204.719733,170.033333,6207.652231,0.781831,0.62349,7082.851455
1990-02-14,2553.333333,1003.333333,2283.0,178.822267,167.866667,901.391231,0.974928,-0.222521,5430.473307
1990-02-15,5533.5,3236.5,3212.5,133.86101,96.05,2533.527887,0.433884,-0.900969,3214.19045
1990-02-16,5836.0,4722.0,2675.0,182.8673,153.8,4317.7721,-0.433884,-0.900969,2584.230406
1990-02-17,6628.0,7872.0,1226.0,206.0827,186.0,7398.896,-0.974928,-0.222521,4750.065329
1990-02-18,7127.0,8158.0,1598.0,213.2547,181.2,7932.2306,-0.781831,0.62349,6549.6329
1990-02-19,7221.0,8196.0,1616.0,225.3298,194.3,7881.246,0.0,1.0,7737.457533
1990-02-20,3850.0,907.0,3293.0,202.2563,190.0,722.566205,0.781831,0.62349,5512.014268
1990-02-21,4744.5,1884.5,3252.5,192.38755,173.8,1618.585324,0.974928,-0.222521,3407.465843
1990-02-22,4084.0,1774.0,3054.0,189.922,148.9,1522.6707,0.433884,-0.900969,1287.940743
1990-02-23,4661.0,2687.0,3197.0,222.0984,199.4,2430.744056,-0.433884,-0.900969,1857.33336
1990-02-24,7203.0,8904.0,1225.0,256.1937,229.5,8084.4509,-0.974928,-0.222521,4012.621885
1990-02-25,7489.0,10354.0,943.0,267.7236,241.5,10029.094,-0.781831,0.62349,6848.096319
1990-02-26,7111.0,9859.0,681.0,266.8078,242.7,9820.863,0.0,1.0,9311.4693
1990-02-27,7215.0,9406.0,1094.0,280.3408,258.1,9225.8935,0.781831,0.62349,9691.950167
1990-02-28,4492.0,2335.0,3229.0,277.1406,259.0,2076.00225,0.974928,-0.222521,7040.919583
1990-03-01,8010.0,7739.0,2279.0,161.8952,106.4,7485.3285,0.433884,-0.900969,6262.408083
1990-03-02,6418.0,4823.0,3004.0,196.1015,155.2,4206.15,-0.433884,-0.900969,4589.16025
1990-03-03,4608.0,1878.0,3313.0,222.8065,197.9,1530.65415,-0.974928,-0.222521,4407.37755
1990-03-04,2034.833333,244.0,1932.666667,202.346167,186.883333,207.047427,-0.781831,0.62349,1981.283859
1990-03-05,3731.166667,4935.0,1523.333333,229.241483,213.866667,4070.856198,0.0,1.0,1936.185925
1990-03-06,3460.0,7408.75,629.5,156.748515,127.1,7423.108329,0.781831,0.62349,3900.337318
1990-03-07,2742.0,4094.25,1197.0,146.549642,132.325,3831.17104,0.974928,-0.222521,5108.378522
1990-03-08,3059.75,3377.0,1811.75,129.091678,104.8,3093.05715,0.433884,-0.900969,4782.445506
1990-03-09,5293.75,8623.0,962.25,157.02191,135.575,8801.3585,-0.433884,-0.900969,5241.86223
1990-03-10,3354.2,2220.8,2211.8,172.52118,162.2,2510.13132,-0.974928,-0.222521,4801.515657
1990-03-11,6093.3,3213.2,3447.2,189.30767,157.05,3586.42683,-0.781831,0.62349,4965.972217
1990-03-12,6681.0,7567.0,1103.0,204.1063,170.7,6000.530031,0.0,1.0,4032.362727
1990-03-13,4468.0,6071.0,582.0,222.3705,203.3,5633.0407,0.781831,0.62349,5073.33252
1990-03-14,3344.5,2871.5,1627.0,164.9577,116.3,2442.28835,0.974928,-0.222521,4691.953027
1990-03-15,6106.0,7343.0,1405.0,186.4828,129.7,7112.407921,0.433884,-0.900969,5062.57899
1990-03-16,5475.5,4918.0,2190.0,186.90415,152.25,4454.838536,-0.433884,-0.900969,4669.844936
1990-03-17,4506.5,3364.0,2714.5,179.72515,134.95,3204.992389,-0.974928,-0.222521,4924.079615
1990-03-18,4742.0,3755.0,2556.5,239.89225,206.2,3134.705694,-0.781831,0.62349,3598.178873
1990-03-19,3524.0,1398.0,2945.0,243.20315,227.55,1107.430353,0.0,1.0,2482.376145
1990-03-20,5519.0,6111.0,1669.0,203.3922,184.5,5932.548169,0.781831,0.62349,3391.561405
1990-03-21,6002.5,7977.5,928.5,201.2156,172.75,7745.45696,0.974928,-0.222521,4928.478494
1990-03-22,2807.0,589.5,2484.5,206.8452,199.55,561.635854,0.433884,-0.900969,4746.546995
1990-03-23,5110.0,5675.5,1605.5,208.3797,186.75,5359.581355,-0.433884,-0.900969,4555.558057
1990-03-24,4219.0,3757.5,1964.5,208.0283,179.55,3880.05219,-0.974928,-0.222521,3267.0898
1990-03-25,1683.0,311.0,1574.0,162.24222,153.8,264.344441,-0.781831,0.62349,3167.992662
1990-03-26,3813.5,2671.0,2425.0,133.3408,109.5,2298.798085,0.0,1.0,2147.731572
1990-03-27,3308.0,4182.0,925.0,186.6547,168.3,3667.069282,0.781831,0.62349,2076.737269
1990-03-28,4795.0,5256.0,1810.0,205.49705,186.85,5143.778071,0.974928,-0.222521,3703.215146
1990-03-29,5963.5,9253.5,766.0,212.85955,165.25,9213.817826,0.433884,-0.900969,6008.221726
1990-03-30,2303.0,504.5,2064.5,217.40455,180.95,481.359501,-0.433884,-0.900969,4946.318466
1990-03-31,6245.0,8340.0,1364.0,230.6655,177.6,8337.101,-0.974928,-0.222521,6010.759442
1990-04-01,8516.5,9436.5,1615.0,200.01865,150.55,8927.3755,-0.781831,0.62349,5915.278667
1990-04-02,7391.0,7568.0,2161.0,208.7686,170.3,6043.349173,0.0,1.0,7769.275224
1990-04-03,1940.0,221.0,1887.0,234.8422,229.2,170.366106,0.781831,0.62349,5047.03026
1990-04-04,5077.5,6289.5,1449.0,160.4781,136.55,6097.970775,0.974928,-0.222521,4103.895351
1990-04-05,2746.75,2148.25,1950.5,155.31226,135.825,2014.3991,0.433884,-0.900969,2760.911994
1990-04-06,3239.5,7438.5,485.75,136.28639,99.75,7514.331179,-0.433884,-0.900969,5208.900351
1990-04-07,1763.75,946.65,1529.45,140.578036,126.185,792.387871,-0.974928,-0.222521,3440.372717
1990-04-08,3069.5,2860.6,2012.3,113.913179,90.09,2288.42513,-0.781831,0.62349,3531.714727
1990-04-09,5761.0,8404.5,1138.5,177.95005,148.3,8469.800814,0.0,1.0,3850.204605
1990-04-10,3692.0,1309.5,3032.0,156.40945,144.1,1160.007767,0.781831,0.62349,3972.74457
1990-04-11,7130.0,8560.5,1054.5,202.87745,174.7,9162.9035,0.974928,-0.222521,6264.23736
1990-04-12,7727.8,6434.2,3205.6,161.6366,139.64,6072.430636,0.433884,-0.900969,5465.113967
1990-04-13,3786.2,2825.8,2532.4,153.9868,123.326667,2641.447358,-0.433884,-0.900969,5958.927165
1990-04-14,3779.0,3885.0,1952.0,165.521277,144.1,3959.206113,-0.974928,-0.222521,4224.361369
1990-04-15,2385.0,1007.666667,2100.666667,166.71825,148.2,869.987042,-0.781831,0.62349,2490.213505
1990-04-16,3909.25,4710.833333,1483.333333,184.433833,157.783333,4713.438909,0.0,1.0,3180.877355
1990-04-17,4998.0,8727.0,543.0,199.266375,173.225,8983.863125,0.781831,0.62349,4855.763026
1990-04-18,4991.083333,7856.666667,945.666667,187.310258,136.691667,7779.721072,0.974928,-0.222521,7159.007702
1990-04-19,1389.666667,267.0,1327.0,172.4288,132.733333,252.314916,0.433884,-0.900969,5671.966371
1990-04-20,1824.0,468.083333,1699.833333,165.399567,135.225,357.108132,-0.433884,-0.900969,2796.381373
1990-04-21,2825.833333,2126.083333,2038.166667,184.181767,150.258333,2110.127703,-0.974928,-0.222521,906.516917
1990-04-22,2960.916667,2174.416667,2154.083333,172.984758,141.641667,1960.05748,-0.781831,0.62349,1475.764438
1990-04-23,4264.0,6222.0,1296.0,183.6001,148.025,5061.023029,0.0,1.0,3043.736071
1990-04-24,4110.75,5473.75,1627.75,165.627422,139.55,5249.56825,0.781831,0.62349,4090.216253
1990-04-25,3059.25,1904.0,2252.5,169.188752,134.125,1596.595875,0.974928,-0.222521,3969.062385
1990-04-26,2842.0,1941.0,1962.5,220.069175,204.5,1677.276865,0.433884,-0.900969,2841.146997
1990-04-27,3519.15,3473.4,2012.6,191.67469,169.575,3146.09555,-0.433884,-0.900969,2139.98943
1990-04-28,4241.6,5980.6,1637.9,179.529435,156.8,5807.1805,-0.974928,-0.222521,3543.517638
1990-04-29,3928.25,5602.0,1563.0,195.03665,164.625,4500.89565,-0.781831,0.62349,4484.7239
1990-04-30,3000.25,2241.0,2059.5,220.793875,210.125,1920.216675,0.0,1.0,4076.097608
1990-05-01,6573.5,4569.5,3185.0,186.48825,149.95,4482.852775,0.781831,0.62349,3634.655033
1990-05-02,8306.0,10083.5,1158.5,220.4951,174.8,9323.68435,0.974928,-0.222521,5242.251267
1990-05-03,2277.0,261.0,2201.0,258.7438,249.3,167.92758,0.433884,-0.900969,4658.154902
1990-05-04,3380.666667,4699.0,1068.0,166.649567,137.116667,4531.326244,-0.433884,-0.900969,4674.312724
1990-05-05,3121.583333,4875.25,1367.5,150.762121,129.883333,5046.617542,-0.974928,-0.222521,3248.623788
1990-05-06,2884.5,4993.0,1057.75,145.625842,93.025,5215.307875,-0.781831,0.62349,4931.083887
1990-05-07,2380.5,4673.75,388.75,117.331275,87.275,5315.71885,0.0,1.0,5192.548089
1990-05-08,2989.95,3205.0,1595.8,126.998331,118.98,3159.99024,0.781831,0.62349,4563.672322
1990-05-09,4623.425,5616.375,1599.45,166.675552,151.5575,5524.510722,0.974928,-0.222521,4666.739938
1990-05-10,3276.375,1833.125,2630.25,141.130962,114.3625,1705.886288,0.433884,-0.900969,3463.462417
1990-05-11,6964.0,7033.0,2556.0,156.49994,115.6,7240.3105,-0.433884,-0.900969,4823.56917
1990-05-12,5936.0,3162.0,3507.0,146.5015,110.8,2634.518551,-0.974928,-0.222521,3860.238446
1990-05-13,1988.0,647.0,1750.0,205.0766,189.8,587.463239,-0.781831,0.62349,3487.430763
1990-05-14,1709.5,594.5,1518.5,222.620675,217.35,487.020629,0.0,1.0,1236.334139
1990-05-15,2172.75,1323.25,1640.5,208.858625,205.3,1104.566878,0.781831,0.62349,726.350249
1990-05-16,2172.5,1132.25,1709.0,174.10865,155.425,924.892954,0.974928,-0.222521,838.82682
1990-05-17,1789.05,586.7,1560.6,169.37154,158.855,472.004544,0.433884,-0.900969,833.821459
1990-05-18,3297.7,5190.55,1253.4,183.45716,172.445,5067.2456,-0.433884,-0.900969,2154.714366
1990-05-19,2183.25,1411.0,1791.25,185.75405,182.1,1144.498075,-0.974928,-0.222521,2227.916073
1990-05-20,2310.25,2384.5,1567.75,183.6018,174.325,2070.642375,-0.781831,0.62349,2760.79535
1990-05-21,2253.25,2625.5,1442.0,168.668275,147.8,2350.518977,0.0,1.0,1855.219809
1990-05-22,2003.416667,763.25,1693.5,146.022475,122.983333,632.038955,0.781831,0.62349,1684.400102
1990-05-23,3017.583333,4070.25,1386.0,141.184672,103.966667,3924.647433,0.974928,-0.222521,2302.401788
1990-05-24,3160.0,5624.0,1160.75,139.614028,105.35,5450.432161,0.433884,-0.900969,3335.706183
1990-05-25,2485.0,2155.25,1623.0,153.99894,114.55,1871.314991,-0.433884,-0.900969,3748.798195
1990-05-26,2526.0,3082.0,1512.25,181.591625,151.875,2577.979961,-0.974928,-0.222521,3299.909038
1990-05-27,1813.75,1613.75,1504.5,180.52775,171.225,1291.658497,-0.781831,0.62349,1913.65115
1990-05-28,2291.75,2008.25,1474.75,151.666338,137.35,1880.031833,0.0,1.0,1916.556764
1990-05-29,2896.05,3039.2,1599.35,150.593038,136.37,3048.099772,0.781831,0.62349,2073.263367
1990-05-30,1934.45,764.8,1568.65,143.609466,122.605,716.974874,0.974928,-0.222521,1881.70216
1990-05-31,2834.25,4291.0,949.75,129.166418,90.625,4448.898775,0.433884,-0.900969,2737.991141
1990-06-01,7934.0,7768.0,2241.0,164.2143,105.65,7483.7853,-0.433884,-0.900969,4216.552983
1990-06-02,6842.0,5670.5,2747.5,241.86035,192.5,5233.42659,-0.974928,-0.222521,5722.036888
1990-06-03,5860.0,6303.0,1489.0,296.2625,252.6,5800.737565,-0.781831,0.62349,6172.649818
1990-06-04,4461.75,4043.25,2382.0,191.22495,170.925,3984.9686,0.0,1.0,5006.377585
1990-06-05,4063.5,6886.75,998.0,160.6696,126.975,6846.495538,0.781831,0.62349,5544.067234
1990-06-06,2720.55,3437.7,1502.6,151.398486,128.41,3258.274088,0.974928,-0.222521,4696.579408
1990-06-07,3057.45,5801.8,986.4,107.596736,71.54,5790.4736,0.433884,-0.900969,5298.414408
1990-06-08,3675.75,6754.5,965.5,117.144488,86.3,6627.70845,-0.433884,-0.900969,5225.485379
1990-06-09,3764.0,6260.0,539.5,177.54685,147.0,6129.222298,-0.974928,-0.222521,6182.468116
1990-06-10,2892.5,654.5,2618.5,141.7565,111.15,569.867364,-0.781831,0.62349,4442.266037
1990-06-11,8520.0,10694.0,1234.0,173.2421,130.5,10691.069,0.0,1.0,5796.719554
1990-06-12,6810.4,8280.6,767.8,170.90044,140.48,7227.72902,0.781831,0.62349,6162.888461
1990-06-13,2579.266667,2191.4,1670.2,158.656827,139.253333,1859.509252,0.974928,-0.222521,6592.769091
1990-06-14,1210.833333,327.5,1140.25,137.253106,131.291667,278.64181,0.433884,-0.900969,3121.960028
1990-06-15,2186.166667,1356.666667,1648.583333,132.618402,105.941667,1169.852962,-0.433884,-0.900969,1102.668008
1990-06-16,2560.083333,3887.583333,1201.166667,145.692412,134.283333,3858.753981,-0.974928,-0.222521,1769.082918
1990-06-17,3495.083333,6937.416667,809.0,135.493812,112.833333,7315.780417,-0.781831,0.62349,4114.795787
1990-06-18,3288.866667,7960.333333,378.9,116.09168,85.916667,8085.801533,0.0,1.0,6420.111977
1990-06-19,3105.05,6600.75,714.1,107.324395,67.2,6874.8268,0.781831,0.62349,7425.469583
1990-06-20,2896.5,5682.0,948.75,122.383658,88.775,5859.104625,0.974928,-0.222521,6939.910986
1990-06-21,2325.25,3584.25,998.45,133.715413,99.105,3692.015425,0.433884,-0.900969,5475.315617
1990-06-22,3260.6,6907.6,793.0,110.622384,60.76,7139.01522,-0.433884,-0.900969,5563.378423
1990-06-23,2490.0,3059.2,1497.8,111.34968,66.38,2572.726901,-0.974928,-0.222521,4467.919182
1990-06-24,1721.733333,678.866667,1511.666667,112.671873,86.38,562.920351,-0.781831,0.62349,3424.887491
1990-06-25,1913.666667,1682.083333,1442.833333,129.420356,111.225,1400.886611,0.0,1.0,1512.177954
1990-06-26,2048.5,3939.15,771.0,123.466302,111.555,3880.754109,0.781831,0.62349,1948.187024
1990-06-27,2303.0,1769.266667,1713.333333,138.485863,134.853333,1542.6096,0.974928,-0.222521,2274.750107
1990-06-28,2378.5,3099.083333,1408.666667,134.783082,128.491667,2839.64903,0.433884,-0.900969,2754.337579
1990-06-29,1565.25,1165.0,1305.75,103.551575,89.275,948.671703,-0.433884,-0.900969,1776.976777
1990-06-30,2415.75,2683.75,1496.25,107.060235,80.45,2425.688258,-0.974928,-0.222521,2071.33633
1990-07-01,7804.5,7696.0,2129.0,180.2187,116.65,7067.5058,-0.781831,0.62349,3480.62192
1990-07-02,6912.0,7232.0,2537.0,249.1689,209.4,6704.747,0.0,1.0,5399.313686
1990-07-03,6064.5,6681.0,1541.0,222.70215,184.1,6611.051125,0.781831,0.62349,6794.434642
1990-07-04,5723.0,9129.0,825.0,193.01568,168.2,9386.18915,0.974928,-0.222521,7567.329092
1990-07-05,3983.5,7013.0,897.25,178.296418,157.625,7011.963875,0.433884,-0.900969,7669.734717
1990-07-06,2936.0,5493.75,1026.5,136.55939,104.775,5429.230875,-0.433884,-0.900969,7275.794633
1990-07-07,2753.333333,3342.75,1496.75,117.656682,85.633333,3367.284417,-0.974928,-0.222521,5269.493056
1990-07-08,3501.666667,4710.5,1520.0,111.970875,84.566667,4586.907915,-0.781831,0.62349,4461.141069
1990-07-09,4946.0,5700.5,1710.0,158.52645,133.35,5554.765168,0.0,1.0,4502.985833
1990-07-10,4707.75,2196.25,3324.75,177.3938,163.925,1683.780591,0.781831,0.62349,3941.817891
1990-07-11,6468.75,4894.25,3216.75,156.33281,117.425,4289.227521,0.974928,-0.222521,3842.591093
1990-07-12,6799.666667,4752.666667,3368.333333,178.247493,157.316667,3736.23385,0.433884,-0.900969,3236.413987
1990-07-13,3255.133333,6229.533333,1071.466667,129.084407,103.453333,6336.4807,-0.433884,-0.900969,4787.314024
1990-07-14,3290.0,5620.7,1127.5,154.971496,135.7,4742.989711,-0.974928,-0.222521,4938.568087
1990-07-15,3141.6,4633.4,1387.2,118.306888,94.32,4147.693,-0.781831,0.62349,5075.721137
1990-07-16,1702.6,2551.2,876.333333,91.950649,75.493333,2145.29561,0.0,1.0,3678.65944
1990-07-17,3089.2,4738.4,1167.666667,97.707538,77.676667,4500.193583,0.781831,0.62349,3597.727398
1990-07-18,3143.8,6908.1,474.75,140.372989,123.365,6717.274221,0.974928,-0.222521,4454.254471
1990-07-19,3373.0,4250.071429,1385.75,154.464775,130.396429,3027.614626,0.433884,-0.900969,4748.36081
1990-07-20,3080.333333,3037.428571,1836.666667,147.449533,120.961905,2604.959905,-0.433884,-0.900969,4116.61625
1990-07-21,2242.916667,1942.25,1689.333333,136.188794,114.291667,1400.851224,-0.974928,-0.222521,2344.475252
1990-07-22,2298.5,2069.0,1524.75,110.056258,95.85,1510.1168,-0.781831,0.62349,1838.642643
1990-07-23,1265.25,581.75,1116.0,66.939865,56.1,485.992171,0.0,1.0,1132.320065
1990-07-24,2336.071429,1265.5,1959.892857,86.78615,77.746429,1320.709887,0.781831,0.62349,1105.606286
1990-07-25,2968.178571,5091.75,1274.607143,96.953695,59.753571,5171.106971,0.974928,-0.222521,2325.936343
1990-07-26,2943.5,3459.25,1499.0,105.58163,79.125,3204.028625,0.433884,-0.900969,3231.948494
1990-07-27,3221.55,5131.2,1242.75,90.809282,48.05,5050.724775,-0.433884,-0.900969,4475.28679
1990-07-28,3522.7,6682.05,672.25,110.49496,75.725,6549.9051,-0.974928,-0.222521,4934.886167
1990-07-29,2992.0,3456.5,1667.25,122.146818,93.825,3155.08076,-0.781831,0.62349,4918.570212
1990-07-30,2928.0,2896.75,1704.75,115.134385,82.025,2684.627148,0.0,1.0,4129.871002
1990-07-31,4073.5,7990.5,855.75,116.57733,71.275,7811.314125,0.781831,0.62349,4550.340677
1990-08-01,9008.5,11173.5,1122.0,240.6314,162.6,10775.38295,0.974928,-0.222521,7090.441408
1990-08-02,8015.0,9799.0,1093.0,244.5078,207.9,9102.7028,0.433884,-0.900969,9229.799958
1990-08-03,4642.0,1868.0,3254.0,200.2,171.9,1674.95845,-0.433884,-0.900969,7184.348067
1990-08-04,5483.666667,8556.0,900.333333,206.416233,177.933333,8137.820817,-0.974928,-0.222521,6305.160689
1990-08-05,3106.533333,2730.4,1853.866667,167.278903,148.446667,2461.592009,-0.781831,0.62349,4091.457092
1990-08-06,2179.4,2664.8,1379.2,112.299394,94.96,2573.76656,0.0,1.0,4391.059795
1990-08-07,3134.15,6089.3,891.6,141.080708,112.485,6024.00625,0.781831,0.62349,3686.45494
1990-08-08,3704.75,5858.5,1276.0,105.621878,77.825,5869.93525,0.974928,-0.222521,4822.569353
1990-08-09,3804.0,2306.5,2528.0,134.6029,97.95,2128.23243,0.433884,-0.900969,4674.057977
1990-08-10,4475.0,3129.0,3071.0,172.8454,154.9,3048.700061,-0.433884,-0.900969,3682.289247
1990-08-11,8462.0,11089.0,921.0,165.489,129.1,11056.63995,-0.974928,-0.222521,5411.190814
1990-08-12,5886.666667,3090.666667,3454.666667,161.439243,130.933333,2680.607325,-0.781831,0.62349,5595.315779
1990-08-13,3614.083333,3625.583333,1773.083333,101.984377,81.541667,3297.335308,0.0,1.0,5678.194195
1990-08-14,3627.321429,1389.25,3030.892857,114.675441,74.160714,1212.949439,0.781831,0.62349,2396.964024
1990-08-15,3068.761905,2126.5,2114.02381,117.710492,81.497619,2171.705186,0.974928,-0.222521,2227.329978
1990-08-16,3094.0,1552.0,2250.0,111.163547,88.266667,1361.269131,0.433884,-0.900969,1581.974585
1990-08-17,3899.166667,6552.833333,359.666667,139.7494,107.816667,6874.142169,-0.433884,-0.900969,3469.038829
1990-08-18,3096.666667,1510.0,2256.0,135.949483,104.666667,1273.019631,-0.974928,-0.222521,3169.476977
1990-08-19,3436.333333,3961.666667,1360.416667,110.986999,78.491667,3879.494603,-0.781831,0.62349,4008.885468
1990-08-20,3438.666667,3804.333333,1586.416667,118.914609,100.091667,3832.095683,0.0,1.0,2994.869972
1990-08-21,4073.083333,6147.166667,677.833333,99.622163,74.008333,6457.664042,0.781831,0.62349,4723.084776
1990-08-22,4269.083333,5535.166667,1517.833333,121.486803,102.008333,5688.480542,0.974928,-0.222521,5326.080089
1990-08-23,3564.666667,3932.904762,1973.238095,141.500624,126.738095,4026.586876,0.433884,-0.900969,5390.910487
1990-08-24,3159.75,2101.928571,2446.678571,142.231143,115.478571,2208.400757,-0.433884,-0.900969,3974.489392
1990-08-25,2889.583333,1575.833333,2333.416667,141.2329,110.133333,1484.802667,-0.974928,-0.222521,2573.263433
1990-08-26,3044.333333,1645.666667,2476.0,153.96825,132.533333,1485.715467,-0.781831,0.62349,1726.306297
1990-08-27,4394.0,5840.5,1307.333333,135.337902,104.833333,5182.279578,0.0,1.0,2717.599237
1990-08-28,3240.708333,3198.75,2097.875,102.539081,74.7875,2871.885778,0.781831,0.62349,3179.960274
1990-08-29,4365.125,4995.583333,1847.291667,135.324139,113.1625,4880.185479,0.974928,-0.222521,4311.450278
1990-08-30,3598.666667,3550.0,2239.333333,136.790013,117.433333,3497.179833,0.433884,-0.900969,3749.750363
1990-08-31,4175.333333,4386.666667,2030.5,152.79289,126.716667,4211.725,-0.433884,-0.900969,4196.363438
1990-09-01,3636.0,2004.0,2665.0,187.2595,174.3,1862.432821,-0.974928,-0.222521,3190.445885
1990-09-02,8067.5,10556.0,1037.5,234.54465,195.05,8935.297304,-0.781831,0.62349,5003.151708
1990-09-03,4878.0,4160.0,2331.0,197.5673,177.6,4217.2835,0.0,1.0,5005.004542
1990-09-04,5112.0,7494.5,1056.0,214.78456,177.6,7521.3496,0.781831,0.62349,6891.310135
1990-09-05,3374.0,4705.5,1355.25,159.19142,132.925,4725.186125,0.974928,-0.222521,5487.939742
1990-09-06,3195.6,6119.5,957.65,144.11089,115.185,5983.891825,0.433884,-0.900969,6076.809183
1990-09-07,2796.4,4524.0,1158.35,161.666742,140.29,4260.1368,-0.433884,-0.900969,4989.73825
1990-09-08,3947.0,6840.5,1051.25,110.342162,66.15,6943.87625,-0.974928,-0.222521,5729.301625
1990-09-09,4054.0,3448.0,2236.0,140.59235,126.0,3499.41045,-0.781831,0.62349,4901.141167
1990-09-10,2905.0,2089.0,1836.0,162.8562,150.9,2074.804875,0.0,1.0,4172.697192
1990-09-11,5727.0,3741.0,3224.0,179.3156,157.9,3896.9022,0.781831,0.62349,3157.039175
1990-09-12,7066.0,5750.5,2615.0,149.9892,107.65,4974.673919,0.974928,-0.222521,3648.793665
1990-09-13,5814.0,8856.5,870.5,157.99697,128.3,8928.0775,0.433884,-0.900969,5933.217873
1990-09-14,6095.0,9359.0,762.0,175.8392,140.8,9573.1295,-0.433884,-0.900969,7825.29364
