datetime,ghi (w/m2),dni (w/m2),dhi (w/m2),wet bulb temp (c),dew point temp (c),energy (kwh),month_sin,month_cos,rolling_mean
2007-02,142203.0,120777.5,65223.0,5306.74685,4236.4,114427.594355,0.866025,0.5,147338.405765
2007-03,150557.0,160242.5,59089.5,5541.276145,4211.45,156358.075271,1.0,0.0,150080.046703
2007-04,116772.0,122624.0,55927.0,5271.56005,4173.95,117622.514606,0.866025,-0.5,137817.560094
2007-05,101797.0,105396.5,52051.0,4823.76475,3633.45,100990.151635,0.5,-0.866025,122349.583967
2007-06,103288.0,131634.0,43636.0,4481.517565,3373.75,129914.833518,0.0,-1.0,126221.393758
2007-07,112175.5,138708.5,47862.5,4735.407675,3532.9,133419.089649,-0.5,-0.866025,120486.647352
2007-08,119843.5,116286.0,59848.5,4882.94886,3811.5,108654.77913,-0.866025,-0.5,118244.713483
2007-09,137540.0,122100.5,67159.5,4590.37343,3460.05,118338.043134,-1.0,-0.0,122581.686358
2007-10,161109.5,146423.5,69217.0,4639.65279,3476.75,143263.715527,-0.866025,0.5,125918.90686
2007-11,179013.0,174373.0,63352.5,5202.03947,3982.95,170191.949984,-0.5,0.866025,135112.121944
2007-12,179791.5,156448.0,77260.0,5660.764965,4430.25,143505.97155,-0.0,1.0,143824.920049
2008-01,177219.5,151563.0,77808.5,6038.329695,5036.35,143696.831908,0.5,0.866025,150164.617242
2008-02,140636.0,122392.0,65724.0,5327.72372,4187.85,114566.723195,0.866025,0.5,142990.369159
2008-03,142040.0,132228.0,67612.5,5547.80525,4256.55,128301.545057,1.0,0.0,132517.767927
2008-04,116552.0,118406.0,58754.0,5165.42369,4053.55,113201.647271,0.866025,-0.5,124941.686858
2008-05,97996.0,94824.5,55354.5,5210.647285,4384.4,90447.621661,0.5,-0.866025,111629.384296
2008-06,104030.5,138931.0,43235.5,4422.444465,3307.85,136605.642731,0.0,-1.0,117139.11418
2008-07,109824.0,129955.5,46839.0,4402.44366,3413.3,125004.491974,-0.5,-0.866025,116314.850909
2008-08,132214.0,150542.0,56157.5,4536.105825,3111.15,147659.051423,-0.866025,-0.5,124929.201947
2008-09,130190.5,108557.5,65882.5,4554.379895,3446.65,104453.415706,-1.0,-0.0,128430.650459
2008-10,141060.0,118528.5,67273.5,5166.52735,4218.15,114386.895559,-0.866025,0.5,122875.963666
2008-11,139582.0,90836.5,80105.0,5168.853735,4285.2,84112.791177,-0.5,0.866025,112653.038467
2008-12,208817.0,206959.0,65610.5,5728.655325,4572.55,185394.682387,-0.0,1.0,122086.946208
2009-01,182233.0,177995.0,67396.5,6058.007245,4785.7,170501.593225,0.5,0.866025,138598.990587
2009-02,141058.0,128786.0,59388.5,5204.42691,4098.55,122673.976572,0.866025,0.5,140670.76084
2009-03,140622.0,132011.0,63182.5,5506.51005,4285.0,125872.898967,1.0,0.0,151110.787788
2009-04,127739.0,137232.0,53828.0,5419.694865,4419.1,132176.880373,0.866025,-0.5,137806.337284
2009-05,112961.0,148789.5,42248.0,4969.3239,3789.6,146033.884476,0.5,-0.866025,131689.410097
2009-06,87850.0,83478.0,51148.0,4506.480545,3651.8,78045.112642,0.0,-1.0,120532.194115
2009-07,114655.5,128334.5,53516.5,4365.17669,3260.55,122574.918308,-0.5,-0.866025,119707.69895
2009-08,128516.0,134670.0,55988.5,4563.56229,3515.0,128385.412221,-0.866025,-0.5,118759.831912
2009-09,138532.0,124696.5,65153.5,4315.40975,3104.75,121207.145753,-1.0,-0.0,112553.147231
2009-10,159055.0,143092.5,65659.5,5271.065735,4199.1,138227.258618,-0.866025,0.5,127598.683725
2009-11,185662.0,174856.0,64617.5,5333.21313,4163.35,169292.457014,-0.5,0.866025,139278.068402
2009-12,191361.5,175344.5,70675.5,5741.1948,4354.05,158168.570425,-0.0,1.0,146723.857953
2010-01,185976.5,185134.5,62853.5,5885.016715,4509.45,178550.055826,0.5,0.866025,161059.585471
2010-02,150077.0,150112.5,55473.0,5653.54988,4582.55,142391.067908,0.866025,0.5,162100.537793
2010-03,130212.0,112943.0,63294.5,5911.17506,4731.5,108567.204335,1.0,0.0,146919.224624
2010-04,116810.5,120622.5,58763.0,5351.944395,4304.75,116032.363547,0.866025,-0.5,136385.172904
2010-05,100757.0,101321.0,54903.5,4949.77287,3929.15,97092.26239,0.5,-0.866025,116020.724545
2010-06,101817.0,124981.5,44182.0,4545.5011,3525.15,124995.161446,0.0,-1.0,111671.747929
2010-07,113050.5,133425.0,50960.0,4603.08058,3645.9,131848.938931,-0.5,-0.866025,117492.181578
2010-08,121581.5,115754.5,58121.5,4421.631195,3210.55,109341.352973,-0.866025,-0.5,115819.428935
2010-09,141302.0,131832.5,60175.5,4603.311125,3358.8,128759.285285,-1.0,-0.0,123736.184659
2010-10,157310.5,149843.5,65565.5,4691.66332,3336.3,146948.614099,-0.866025,0.5,129224.547822
2010-11,172985.0,161470.5,66047.0,5244.12709,3775.65,156599.444921,-0.5,0.866025,135412.174319
2010-12,164561.0,122662.0,79679.0,5562.414185,4218.3,108701.111707,-0.0,1.0,135252.114003
2011-01,179777.0,164981.5,68269.5,6204.40704,5032.7,157375.300609,0.5,0.866025,142406.117834
2011-02,141971.0,123517.0,59615.5,5838.70679,5005.9,115543.223485,0.866025,0.5,134554.77018
2011-03,147804.5,150514.5,59088.5,6216.75296,5172.75,143884.40117,1.0,0.0,131376.009243
2011-04,115340.0,116139.0,55663.5,5656.508455,4524.2,110122.47065,0.866025,-0.5,131731.348979
2011-05,94144.5,84649.0,53914.5,5342.35918,4234.6,80395.079295,0.5,-0.866025,112486.29365
2011-06,90705.0,86878.5,51421.5,4809.115675,3882.3,83365.172605,0.0,-1.0,104441.78093
2011-07,101648.5,109899.0,52044.0,4779.62663,3819.55,106806.171823,-0.5,-0.866025,95172.223593
2011-08,112515.5,97329.5,60266.5,4904.074295,3849.6,91807.135549,-0.866025,-0.5,90593.389818
2011-09,136652.5,123863.5,64088.5,4566.822925,3475.15,121343.72163,-1.0,-0.0,100830.550401
2011-10,158415.0,141877.5,69977.5,5048.983245,3941.2,137742.984284,-0.866025,0.5,114425.003321
2011-11,174565.5,156409.0,70510.5,5164.282,3774.1,150046.377035,-0.5,0.866025,125235.054624
